time,latitude,longitude,depth,magnitude,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-06-08T09:41:26.790Z,19.2858334,-155.1405029,10.88,2.73,ml,22,177,0.01078,0.31,hv,hv70247672,2018-06-08T09:47:06.430Z,"19km SSE of Volcano, Hawaii",earthquake,0.95,0.51,0.33,9,automatic,hv,hv
2018-06-08T09:38:57.980Z,19.0121,-64.9323,91,3.42,md,6,341,1.2637,0.63,pr,pr2018159008,2018-06-08T12:46:06.582Z,"73km NNW of Road Town, British Virgin Islands",earthquake,13.18,15.35,0.25,6,reviewed,pr,pr
2018-06-08T09:33:26.260Z,19.3980007,-155.2830048,0.13,3.02,ml,43,24,0.009217,0.33,hv,hv70247652,2018-06-08T09:39:08.010Z,"5km SW of Volcano, Hawaii",earthquake,0.22,0.2,2.91,30,automatic,hv,hv
2018-06-08T09:33:19.440Z,19.3983326,-155.2830048,0.58,2.99,ml,29,33,0.009316,0.23,hv,hv70247647,2018-06-08T09:38:59.520Z,"5km SW of Volcano, Hawaii",earthquake,0.2,0.22,3.17,33,automatic,hv,hv
2018-06-08T09:31:44.000Z,19.3921661,-155.269165,-0.14,2.63,ml,24,49,0.005293,0.31,hv,hv70247632,2018-06-08T09:37:24.440Z,"5km SW of Volcano, Hawaii",earthquake,0.28,0.4,2.31,18,automatic,hv,hv
2018-06-08T09:31:30.770Z,46.9048333,-121.805,4.56,-0.28,md,5,139,0.08505,0.09,uw,uw61383427,2018-06-08T17:50:13.350Z,"33km SSE of Buckley, Washington",earthquake,0.37,2.05,0.084,4,reviewed,uw,uw
2018-06-08T09:30:54.950Z,19.4085007,-155.2805023,0.63,2.42,ml,32,35,0.009724,0.3,hv,hv70247627,2018-06-08T09:36:36.670Z,"5km WSW of Volcano, Hawaii",earthquake,0.29,0.2,0.32,13,automatic,hv,hv
2018-06-08T09:29:44.880Z,19.4260006,-155.2601624,0.93,2.2,ml,6,162,0.003038,0.13,hv,hv70247622,2018-06-08T09:35:25.770Z,"2km WSW of Volcano, Hawaii",earthquake,1.35,0.53,0.4,3,automatic,hv,hv
2018-06-08T09:27:17.880Z,33.5038333,-116.802,3,1.81,ml,75,27,0.0818,0.21,ci,ci38193560,2018-06-08T12:53:03.480Z,"9km NE of Aguanga, CA",earthquake,0.17,0.7,0.126,26,reviewed,ci,ci
2018-06-08T09:26:50.190Z,19.4093342,-155.2680054,0.06,2.53,ml,36,44,0.008146,0.28,hv,hv70247617,2018-06-08T09:32:29.960Z,"3km SW of Volcano, Hawaii",earthquake,0.24,0.2,0.39,22,automatic,hv,hv
2018-06-08T09:25:34.580Z,19.4195004,-155.2788391,1.15,1.74,ml,15,81,0.005289,0.18,hv,hv70247612,2018-06-08T09:31:15.230Z,"4km WSW of Volcano, Hawaii",earthquake,0.36,0.27,0.25,3,automatic,hv,hv
2018-06-08T09:23:20.960Z,19.3941669,-155.2510071,0.99,2.34,ml,11,118,0.008616,0.16,hv,hv70247607,2018-06-08T09:29:01.760Z,"4km SSW of Volcano, Hawaii",earthquake,0.34,0.29,0.32,11,automatic,hv,hv
2018-06-08T09:22:33.080Z,19.4071674,-155.2960052,1.42,2.23,ml,10,140,0.01505,0.14,hv,hv70247602,2018-06-08T09:28:14.600Z,"6km WSW of Volcano, Hawaii",earthquake,0.46,0.37,0.3,10,automatic,hv,hv
2018-06-08T09:20:59.560Z,19.3841667,-155.2758331,0.79,2.47,ml,34,49,0.00603,0.31,hv,hv70247592,2018-06-08T09:26:40.400Z,"6km SW of Volcano, Hawaii",earthquake,0.26,0.27,0.42,17,automatic,hv,hv
2018-06-08T09:16:07.840Z,19.4069996,-155.2658386,0.34,2.29,ml,24,38,0.007568,0.34,hv,hv70247587,2018-06-08T09:21:47.790Z,"3km SW of Volcano, Hawaii",earthquake,0.33,0.33,0.24,9,automatic,hv,hv
2018-06-08T09:15:53.160Z,19.4163342,-155.2648315,0.9,2.26,ml,12,76,0.006302,0.13,hv,hv70247582,2018-06-08T09:21:35.090Z,"3km WSW of Volcano, Hawaii",earthquake,0.31,0.2,0.32,10,automatic,hv,hv
2018-06-08T09:15:24.916Z,61.7283,-149.7221,31,2.2,ml,,,,0.52,ak,ak19729842,2018-06-08T09:23:37.180Z,"12km NNE of Houston, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-06-08T09:14:12.510Z,19.3948326,-155.2676697,0.29,2.18,ml,10,109,0.003727,0.08,hv,hv70247577,2018-06-08T09:19:52.600Z,"5km SW of Volcano, Hawaii",earthquake,0.34,0.26,0.41,7,automatic,hv,hv
2018-06-08T09:12:45.060Z,19.4296665,-155.2510071,0.48,2.43,ml,28,50,0.01146,0.32,hv,hv70247572,2018-06-08T09:18:25.310Z,"1km W of Volcano, Hawaii",earthquake,0.33,0.41,1.94,23,automatic,hv,hv
2018-06-08T09:12:43.630Z,33.053,-115.564,5.52,0.9,ml,9,127,0.02103,0.12,ci,ci38193544,2018-06-08T09:16:29.739Z,"6km ENE of Westmorland, CA",earthquake,0.52,0.4,0.042,4,automatic,ci,ci
2018-06-08T09:12:34.630Z,19.4141674,-155.2931671,3.11,2.47,ml,9,154,0.02405,0.29,hv,hv70247567,2018-06-08T09:18:14.790Z,"6km WSW of Volcano, Hawaii",earthquake,3.05,2,2.04,21,automatic,hv,hv
2018-06-08T09:08:32.620Z,19.4031658,-155.2711639,1.9,1.9,ml,20,57,0.006889,0.16,hv,hv70247562,2018-06-08T09:14:14.000Z,"4km SW of Volcano, Hawaii",earthquake,0.28,0.22,0.21,11,automatic,hv,hv
2018-06-08T09:06:13.910Z,19.4011669,-155.2698364,0.59,2.51,ml,23,65,0.004622,0.22,hv,hv70247557,2018-06-08T09:11:54.730Z,"4km SW of Volcano, Hawaii",earthquake,0.24,0.27,0.48,14,automatic,hv,hv
2018-06-08T09:04:35.300Z,19.4011669,-155.2658386,0.46,2.57,ml,17,62,0.002915,0.26,hv,hv70247547,2018-06-08T09:10:36.840Z,"4km SW of Volcano, Hawaii",earthquake,0.33,0.23,0.39,8,automatic,hv,hv
2018-06-08T09:03:59.810Z,19.4368324,-155.2421722,0.57,2.7,ml,7,168,0.02241,0.14,hv,hv70247542,2018-06-08T09:10:30.940Z,"0km NW of Volcano, Hawaii",earthquake,1.19,1.18,0.34,9,automatic,hv,hv
2018-06-08T09:01:59.920Z,19.3961658,-155.2810059,1.1,2.53,ml,41,39,0.006995,0.31,hv,hv70247537,2018-06-08T09:07:49.030Z,"5km SW of Volcano, Hawaii",earthquake,0.28,0.29,2.63,26,automatic,hv,hv
2018-06-08T09:01:42.480Z,19.388834,-155.2776642,2.85,2.58,ml,12,73,0.004457,0.15,hv,hv70247532,2018-06-08T09:07:24.890Z,"6km SW of Volcano, Hawaii",earthquake,0.59,0.48,2,24,automatic,hv,hv
2018-06-08T08:59:04.330Z,19.3893337,-155.272995,1.27,2.06,ml,15,67,0.006034,0.13,hv,hv70247527,2018-06-08T09:04:51.660Z,"5km SW of Volcano, Hawaii",earthquake,0.27,0.28,0.43,9,automatic,hv,hv
2018-06-08T08:56:35.360Z,18.679,-66.717,14,2.57,md,6,286,0.3344,0.46,pr,pr2018159006,2018-06-08T12:45:25.702Z,"22km N of Arecibo, Puerto Rico",earthquake,2.5,3.17,0.17,5,reviewed,pr,pr
2018-06-08T08:55:30.480Z,19.4113331,-155.2633362,1.38,2.42,ml,43,36,0.00335,0.22,hv,hv70247522,2018-06-08T09:01:17.050Z,"3km SW of Volcano, Hawaii",earthquake,0.32,0.23,2.05,23,automatic,hv,hv
2018-06-08T08:54:36.060Z,39.7464981,-122.8483353,5.21,2.86,md,30,41,0.1362,0.14,nc,nc73027236,2018-06-08T17:37:20.525Z,"15km NW of Alder Springs, CA",earthquake,0.28,0.69,0.1,36,automatic,nc,nc
2018-06-08T08:52:31.100Z,19.4058342,-155.2573395,1.18,2.45,ml,31,55,0.006665,0.26,hv,hv70247517,2018-06-08T08:58:13.250Z,"3km SW of Volcano, Hawaii",earthquake,0.33,0.22,0.44,15,automatic,hv,hv
2018-06-08T08:49:10.310Z,19.4418335,-155.2595062,-0.02,1.7,ml,11,231,0.01658,0.32,hv,hv70247507,2018-06-08T08:54:52.650Z,"2km WNW of Volcano, Hawaii",earthquake,0.81,0.49,0.19,5,automatic,hv,hv
2018-06-08T08:48:03.380Z,38.7861671,-122.7666702,0.35,0.48,md,9,231,0.02359,0.02,nc,nc73027231,2018-06-08T08:49:39.570Z,"1km NW of The Geysers, CA",earthquake,1.23,0.98,0.03,3,automatic,nc,nc
2018-06-08T08:47:47.250Z,19.3991661,-155.2649994,1.14,1.97,ml,19,76,0.00134,0.11,hv,hv70247502,2018-06-08T08:53:28.230Z,"4km SW of Volcano, Hawaii",earthquake,0.21,0.29,0.28,9,automatic,hv,hv
2018-06-08T08:45:28.190Z,37.66,-118.8345,2.35,0.81,md,19,137,0.02203,0.04,nc,nc73027226,2018-06-08T17:55:01.737Z,"13km ENE of Mammoth Lakes, CA",earthquake,0.42,0.7,0.258,17,reviewed,nc,nc
2018-06-08T08:45:11.450Z,18.8333,-67.4211,6,2.76,md,9,312,0.4794,0.3,pr,pr2018159005,2018-06-08T12:45:04.807Z,"50km NW of San Antonio, Puerto Rico",earthquake,2.37,2.42,0.26,9,reviewed,pr,pr
2018-06-08T08:41:03.970Z,19.4115009,-155.2550049,0.21,2.35,ml,22,123,0.004635,0.31,hv,hv70247477,2018-06-08T08:46:47.880Z,"2km SW of Volcano, Hawaii",earthquake,0.32,0.27,0.33,10,automatic,hv,hv
2018-06-08T08:40:38.720Z,18.7718,-67.5245,47,2.77,md,4,234,0.5133,0.21,pr,pr2018159004,2018-06-08T12:44:40.686Z,"54km NW of Aguadilla, Puerto Rico",earthquake,1.62,4.71,0.13,4,reviewed,pr,pr
2018-06-08T08:39:47.200Z,19.4113331,-155.2806702,0.39,1.95,ml,14,65,0.007078,0.12,hv,hv70247472,2018-06-08T08:45:33.900Z,"4km WSW of Volcano, Hawaii",earthquake,0.16,0.23,0.27,8,automatic,hv,hv
2018-06-08T08:37:35.260Z,38.8515015,-122.7981644,1.03,1.21,md,17,92,0.003445,0.04,nc,nc73027221,2018-06-08T11:03:02.130Z,"7km WNW of Cobb, CA",earthquake,0.29,0.31,0.01,4,automatic,nc,nc
2018-06-08T08:33:37.050Z,19.4111671,-155.2693329,1.14,2.11,ml,14,149,0.008972,0.13,hv,hv70247462,2018-06-08T08:39:23.650Z,"3km WSW of Volcano, Hawaii",earthquake,0.36,0.24,0.23,5,automatic,hv,hv
2018-06-08T08:31:01.370Z,19.4116669,-155.2644958,0.74,2.15,ml,13,67,0.004379,0.18,hv,hv70247457,2018-06-08T08:36:45.990Z,"3km SW of Volcano, Hawaii",earthquake,0.32,0.44,0.18,7,automatic,hv,hv
2018-06-08T08:30:29.640Z,19.3451672,-155.2776642,-0.92,2.43,ml,14,77,0.02407,0.24,hv,hv70247452,2018-06-08T08:36:12.130Z,"10km SSW of Volcano, Hawaii",earthquake,0.57,0.47,0.21,5,automatic,hv,hv
2018-06-08T08:30:23.570Z,19.4073334,-155.263504,0.25,2.41,ml,19,72,0.005838,0.23,hv,hv70247447,2018-06-08T08:36:05.080Z,"3km SW of Volcano, Hawaii",earthquake,0.27,0.22,0.31,16,automatic,hv,hv
2018-06-08T08:27:49.516Z,62.9087,-151.565,0,1.6,ml,,,,0.78,ak,ak19729838,2018-06-08T08:34:48.514Z,"99km NW of Talkeetna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-06-08T08:26:25.390Z,19.4195004,-155.2714996,1.61,2.88,ml,9,96,0.007767,0.12,hv,hv70247442,2018-06-08T08:32:07.710Z,"3km WSW of Volcano, Hawaii",earthquake,0.58,0.22,0.25,7,automatic,hv,hv
2018-06-08T08:24:41.520Z,19.3971672,-155.276001,0.68,3.33,ml,58,40,0.002856,0.32,hv,hv70247437,2018-06-08T08:30:23.270Z,"5km SW of Volcano, Hawaii",earthquake,0.28,0.15,2.96,37,automatic,hv,hv
2018-06-08T08:22:32.470Z,19.3978329,-155.280838,0.77,2.55,ml,22,63,0.007221,0.2,hv,hv70247432,2018-06-08T08:28:12.410Z,"5km SW of Volcano, Hawaii",earthquake,0.19,0.19,0.32,15,automatic,hv,hv
2018-06-08T08:21:58.030Z,33.2515,-116.8203333,12.36,0.58,ml,17,70,0.05387,0.19,ci,ci38193536,2018-06-08T12:52:23.683Z,"5km WNW of Lake Henshaw, CA",earthquake,0.44,0.99,0.077,10,reviewed,ci,ci
2018-06-08T08:19:52.160Z,46.8935,-112.512,15.85,0.78,ml,7,120,0.117,0.07,mb,mb80296659,2018-06-08T14:14:01.100Z,"14km ESE of Lincoln, Montana",earthquake,0.48,0.5,0.121,2,reviewed,mb,mb
2018-06-08T08:18:13.442Z,37.3339,-114.2611,11.8,1.1,ml,5,152.39,0.325,0.2269,nn,nn00638788,2018-06-08T14:35:34.673Z,"38km SE of Caliente, Nevada",earthquake,,12.5,0,1,reviewed,nn,nn
2018-06-08T08:17:31.320Z,19.4165001,-155.2798309,0.81,2.14,ml,14,119,0.004189,0.21,hv,hv70247412,2018-06-08T08:23:11.700Z,"4km WSW of Volcano, Hawaii",earthquake,0.35,0.28,0.23,5,automatic,hv,hv
2018-06-08T08:16:43.950Z,19.4616661,-155.260498,5.93,2.24,ml,11,227,0.03507,0.21,hv,hv70247407,2018-06-08T08:22:24.370Z,"4km NW of Volcano, Hawaii",earthquake,4.16,3.57,0.37,3,automatic,hv,hv
2018-06-08T08:16:26.580Z,19.4009991,-155.3061676,-0.08,2.06,ml,10,234,0.0244,0.14,hv,hv70247402,2018-06-08T08:22:08.110Z,"7km WSW of Volcano, Hawaii",earthquake,0.71,0.54,0.29,6,automatic,hv,hv
2018-06-08T08:12:32.130Z,33.2521667,-116.8246667,10.8,1.5,ml,50,40,0.1061,0.2,ci,ci38193528,2018-06-08T12:54:11.840Z,"6km WNW of Lake Henshaw, CA",earthquake,0.22,0.5,0.135,25,reviewed,ci,ci
2018-06-08T08:08:55.970Z,19.4104996,-155.2833405,0.05,2.53,ml,33,28,0.007161,0.25,hv,hv70247382,2018-06-08T08:14:38.010Z,"5km WSW of Volcano, Hawaii",earthquake,0.22,0.15,1.93,17,automatic,hv,hv
2018-06-08T08:07:24.970Z,19.4134998,-155.2681732,1.59,2.59,ml,14,124,0.007955,0.12,hv,hv70247377,2018-06-08T08:13:06.440Z,"3km WSW of Volcano, Hawaii",earthquake,0.36,0.27,0.11,5,automatic,hv,hv
2018-06-08T08:06:42.880Z,19.3785,-155.2833405,-1.07,2.7,ml,17,136,0.008136,0.35,hv,hv70247367,2018-06-08T08:12:23.890Z,"7km SW of Volcano, Hawaii",earthquake,0.37,0.46,0.41,13,automatic,hv,hv
2018-06-08T08:03:51.640Z,33.4058333,-116.4253333,14.16,0.27,ml,13,168,0.1261,0.31,ci,ci38193504,2018-06-08T08:07:27.140Z,"17km NNW of Borrego Springs, CA",earthquake,1.36,1.94,0.027,4,automatic,ci,ci
2018-06-08T08:03:49.920Z,19.4216671,-155.2993317,0.52,2.3,ml,12,122,0.007741,0.16,hv,hv70247362,2018-06-08T08:09:30.440Z,"6km W of Volcano, Hawaii",earthquake,0.79,0.35,0.32,5,automatic,hv,hv
2018-06-08T08:03:24.540Z,19.4233341,-155.2975006,0.35,2.06,ml,12,79,0.006427,0.12,hv,hv70247357,2018-06-08T08:09:07.020Z,"6km W of Volcano, Hawaii",earthquake,0.36,0.16,0.24,6,automatic,hv,hv
2018-06-08T08:02:43.250Z,34.2285,-117.5478333,2.13,0.42,ml,11,57,0.08607,0.25,ci,ci38193496,2018-06-08T08:06:09.565Z,"6km SW of Lytle Creek, CA",earthquake,0.6,0.73,0.111,7,automatic,ci,ci
2018-06-08T08:02:10.021Z,60.432,-143.7853,9.3,1.2,ml,,,,0.61,ak,ak19729837,2018-06-08T08:06:11.754Z,"85km WNW of Cape Yakataga, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-06-08T08:00:38.850Z,19.383667,-155.2736664,1.02,1.8,ml,15,101,0.008115,0.29,hv,hv70247347,2018-06-08T08:06:22.950Z,"6km SW of Volcano, Hawaii",earthquake,0.43,0.43,0.38,6,automatic,hv,hv
2018-06-08T08:00:08.013Z,39.2268,-120.0853,6.9,0,ml,9,80.11,0.037,0.105,nn,nn00638786,2018-06-08T14:23:48.941Z,"3km WSW of Tahoe Vista, California",earthquake,,1.5,0.73,4,reviewed,nn,nn
2018-06-08T07:57:17.770Z,19.3845005,-155.2741699,0.32,2.47,ml,19,66,0.01082,0.29,hv,hv70247342,2018-06-08T08:03:03.850Z,"6km SW of Volcano, Hawaii",earthquake,0.36,0.34,0.4,12,automatic,hv,hv
2018-06-08T07:56:25.100Z,19.4023342,-155.2646637,1.47,2.31,ml,17,63,0.004271,0.16,hv,hv70247337,2018-06-08T08:02:15.390Z,"4km SW of Volcano, Hawaii",earthquake,0.31,0.37,0.36,13,automatic,hv,hv
2018-06-08T07:55:09.880Z,19.4366665,-155.2701721,-0.09,2.51,ml,13,158,0.009824,0.11,hv,hv70247332,2018-06-08T08:01:04.930Z,"3km W of Volcano, Hawaii",earthquake,0.27,0.24,0.48,13,automatic,hv,hv
2018-06-08T07:55:09.670Z,19.413166,-155.2908325,0.67,2.51,ml,34,28,0.007515,0.18,hv,hv70247327,2018-06-08T08:00:57.220Z,"5km WSW of Volcano, Hawaii",earthquake,0.25,0.16,0.47,13,automatic,hv,hv
2018-06-08T07:54:31.350Z,19.4106674,-155.2684937,1.83,2.38,ml,17,88,0.008255,0.09,hv,hv70247322,2018-06-08T08:00:13.880Z,"3km SW of Volcano, Hawaii",earthquake,0.31,0.19,0.43,14,automatic,hv,hv
2018-06-08T07:52:08.100Z,19.4028339,-155.260498,0.4,1.93,ml,14,101,0.006939,0.12,hv,hv70247312,2018-06-08T07:57:47.660Z,"3km SW of Volcano, Hawaii",earthquake,0.23,0.22,0.35,10,automatic,hv,hv
2018-06-08T07:51:38.792Z,61.2469,-150.2924,142.8,1.3,ml,,,,0.59,ak,ak19729835,2018-06-08T07:58:46.703Z,"21km W of Anchorage, Alaska",earthquake,,2.7,,,automatic,ak,ak
2018-06-08T07:50:42.790Z,19.3894997,-155.2966614,0.43,2.04,ml,9,90,0.002566,0.14,hv,hv70247307,2018-06-08T07:56:24.290Z,"7km SW of Volcano, Hawaii",earthquake,0.43,0.26,0.51,3,automatic,hv,hv
2018-06-08T07:48:23.610Z,19.4069996,-155.2669983,0.63,2.38,ml,26,47,0.008414,0.15,hv,hv70247302,2018-06-08T07:54:04.260Z,"4km SW of Volcano, Hawaii",earthquake,0.2,0.15,0.36,13,automatic,hv,hv
2018-06-08T07:43:16.480Z,19.4173336,-155.2583313,1.19,2.04,ml,23,124,0.005419,0.13,hv,hv70247282,2018-06-08T07:48:57.340Z,"2km SW of Volcano, Hawaii",earthquake,0.35,0.14,0.3,11,automatic,hv,hv
2018-06-08T07:41:17.060Z,19.4086666,-155.2803345,0.73,1.9,ml,18,63,0.009627,0.11,hv,hv70247272,2018-06-08T07:46:57.650Z,"5km WSW of Volcano, Hawaii",earthquake,0.18,0.26,0.14,10,automatic,hv,hv
2018-06-08T07:37:36.960Z,19.4200001,-155.2696686,1,1.93,ml,16,59,0.007286,0.09,hv,hv70247267,2018-06-08T07:43:17.810Z,"3km WSW of Volcano, Hawaii",earthquake,0.28,0.22,0.1,8,automatic,hv,hv
2018-06-08T07:36:21.340Z,19.4193325,-155.2793274,0.96,1.88,ml,21,57,0.004799,0.14,hv,hv70247262,2018-06-08T07:42:01.890Z,"4km WSW of Volcano, Hawaii",earthquake,0.26,0.16,0.28,11,automatic,hv,hv
2018-06-08T07:35:35.770Z,19.3939991,-155.2818298,1.88,1.7,md,10,116,0.007429,0.11,hv,hv70247257,2018-06-08T07:41:14.700Z,"6km SW of Volcano, Hawaii",earthquake,0.39,0.39,0.23,6,automatic,hv,hv
2018-06-08T07:27:10.530Z,19.4025002,-155.2740021,0.43,2.6,ml,30,39,0.007103,0.24,hv,hv70247247,2018-06-08T07:32:51.540Z,"4km SW of Volcano, Hawaii",earthquake,0.2,0.21,0.37,14,automatic,hv,hv
2018-06-08T07:26:29.400Z,19.4266663,-155.2751617,1.15,2.39,ml,12,86,0.002969,0.13,hv,hv70247242,2018-06-08T07:32:10.590Z,"3km W of Volcano, Hawaii",earthquake,0.35,0.23,0.3,13,automatic,hv,hv
2018-06-08T07:21:54.390Z,19.413166,-155.2855072,-0.51,2.01,ml,12,109,0.004666,0.21,hv,hv70247222,2018-06-08T07:27:35.870Z,"5km WSW of Volcano, Hawaii",earthquake,0.33,0.22,0.29,9,automatic,hv,hv
2018-06-08T07:21:42.933Z,58.739,-151.9756,23.2,1.6,ml,,,,0.48,ak,ak19729831,2018-06-08T07:28:56.210Z,"103km SSW of Homer, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-06-08T07:19:39.600Z,37.8501663,-121.9763336,6.1,1.54,md,13,94,0.07644,0.02,nc,nc73027196,2018-06-08T09:13:01.217Z,"2km NW of Diablo, CA",earthquake,0.28,1.04,0.04,12,automatic,nc,nc
2018-06-08T07:19:36.980Z,19.4090004,-155.2841644,1.59,2.14,ml,19,55,0.008617,0.35,hv,hv70247217,2018-06-08T07:25:16.210Z,"5km WSW of Volcano, Hawaii",earthquake,0.51,0.53,0.32,7,automatic,hv,hv
2018-06-08T07:17:13.565Z,61.0355,-151.1415,48.9,2.2,ml,,,,0.45,ak,ak19729823,2018-06-08T07:34:18.286Z,"39km NNE of Nikiski, Alaska",earthquake,,0.8,,,automatic,ak,ak
2018-06-08T07:14:13.350Z,19.4144993,-155.2675018,0.75,3.39,ml,54,36,0.007586,0.22,hv,hv70247212,2018-06-08T07:39:44.348Z,"3km WSW of Volcano, Hawaii",earthquake,0.24,0.21,3.11,33,automatic,hv,hv
2018-06-08T07:13:07.530Z,17.7948,-67.3718,26,2.14,md,4,326,0.3369,0.43,pr,pr2018159003,2018-06-08T12:44:18.279Z,"28km SW of Pole Ojea, Puerto Rico",earthquake,5.11,11.83,0.19,3,reviewed,pr,pr
2018-06-08T07:12:38.890Z,19.4176674,-155.263504,0.42,1.76,ml,15,90,0.005864,0.15,hv,hv70247202,2018-06-08T07:18:20.600Z,"3km WSW of Volcano, Hawaii",earthquake,0.19,0.2,0.21,7,automatic,hv,hv
2018-06-08T07:12:22.980Z,19.3894997,-155.2678375,-0.82,1.93,ml,7,114,0.008007,0.15,hv,hv70247197,2018-06-08T07:18:02.660Z,"5km SW of Volcano, Hawaii",earthquake,0.37,0.5,0.3,6,automatic,hv,hv
2018-06-08T07:12:19.170Z,17.9011,-67.3356,16,1.96,md,4,325,0.2493,0.14,pr,pr2018159002,2018-06-08T12:43:14.382Z,"17km WSW of Pole Ojea, Puerto Rico",earthquake,1.37,2.029,0.21,3,reviewed,pr,pr
2018-06-08T07:11:12.410Z,19.4106674,-155.2833405,1.06,1.83,md,11,74,0.006995,0.26,hv,hv70247192,2018-06-08T07:14:12.150Z,"5km WSW of Volcano, Hawaii",earthquake,0.66,0.26,0.34,6,automatic,hv,hv
2018-06-08T07:10:39.060Z,38.7960014,-122.7600021,1.65,1.06,md,12,139,0.022,0.02,nc,nc73027191,2018-06-08T07:30:01.527Z,"2km N of The Geysers, CA",earthquake,0.67,1.02,0.12,3,automatic,nc,nc
2018-06-08T07:09:11.950Z,19.3788338,-155.2783356,0.4,2.05,md,7,214,0.008296,0.24,hv,hv70247182,2018-06-08T15:11:37.863Z,"7km SW of Volcano, Hawaii",earthquake,0.77,0.96,0.09,6,automatic,hv,hv
2018-06-08T07:05:09.990Z,19.4318333,-155.276001,-0.13,2.33,ml,14,80,0.007193,0.18,hv,hv70247167,2018-06-08T07:10:51.490Z,"4km W of Volcano, Hawaii",earthquake,0.3,0.3,0.28,10,automatic,hv,hv
2018-06-08T07:04:28.140Z,19.4104996,-155.2398376,-1.06,2.64,ml,20,79,0.01898,0.3,hv,hv70247162,2018-06-08T07:10:10.550Z,"2km S of Volcano, Hawaii",earthquake,0.35,0.58,0.37,13,automatic,hv,hv
2018-06-08T07:03:35.330Z,19.3729992,-155.2174988,5.24,2.21,ml,15,131,0.04342,0.31,hv,hv70247157,2018-06-08T07:09:26.930Z,"6km SSE of Volcano, Hawaii",earthquake,1.2,1.97,0.12,4,automatic,hv,hv
2018-06-08T07:00:38.420Z,19.4173336,-155.3128357,1.81,2.68,ml,10,253,0.02077,0.25,hv,hv70247147,2018-06-08T07:06:18.620Z,"8km W of Volcano, Hawaii",earthquake,1.16,0.55,0.24,7,automatic,hv,hv
2018-06-08T06:57:49.920Z,19.3985004,-155.2783356,0.86,3.4,ml,56,39,0.005416,0.25,hv,hv70247142,2018-06-08T07:27:52.067Z,"5km SW of Volcano, Hawaii",earthquake,0.19,0.14,3.32,36,automatic,hv,hv
2018-06-08T06:57:46.810Z,19.3948326,-155.2766724,0.39,3.33,ml,42,46,0.002909,0.33,hv,hv70247137,2018-06-08T07:03:30.670Z,"5km SW of Volcano, Hawaii",earthquake,0.23,0.21,3.55,37,automatic,hv,hv
2018-06-08T06:56:10.410Z,19.413166,-155.2810059,0.46,2.24,ml,23,40,0.00534,0.18,hv,hv70247132,2018-06-08T07:01:57.250Z,"4km WSW of Volcano, Hawaii",earthquake,0.2,0.2,0.29,11,automatic,hv,hv
2018-06-08T06:53:10.085Z,60.6428,-152.0464,79.7,1.6,ml,,,,0.56,ak,ak19729817,2018-06-08T06:58:13.088Z,"41km W of Nikiski, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-06-08T06:52:32.150Z,19.3936672,-155.2803345,0.64,2.69,ml,26,73,0.006539,0.16,hv,hv70247127,2018-06-08T06:58:13.910Z,"6km SW of Volcano, Hawaii",earthquake,0.19,0.16,0.42,20,automatic,hv,hv
2018-06-08T06:52:17.880Z,19.4188328,-155.2776642,0.61,2.51,ml,24,46,0.005897,0.15,hv,hv70247122,2018-06-08T06:57:58.200Z,"4km WSW of Volcano, Hawaii",earthquake,0.17,0.14,0.41,19,automatic,hv,hv
2018-06-08T06:51:36.080Z,-16.5311,-69.2323,216,4.3,mb,,91,1.078,0.92,us,us1000el01,2018-06-08T07:21:27.040Z,"20km W of Desaguadero, Peru",earthquake,9.1,5.7,0.133,16,reviewed,us,us
2018-06-08T06:49:57.140Z,19.3976669,-155.2653351,0.39,2.31,ml,19,53,0.0008718,0.19,hv,hv70247117,2018-06-08T06:55:36.860Z,"4km SW of Volcano, Hawaii",earthquake,0.24,0.27,0.35,10,automatic,hv,hv
2018-06-08T06:44:48.010Z,19.4221668,-155.2681732,1.15,1.8,ml,8,113,0.004907,0.13,hv,hv70247102,2018-06-08T06:50:29.910Z,"3km WSW of Volcano, Hawaii",earthquake,1.31,0.43,0.2,5,automatic,hv,hv
2018-06-08T06:42:46.930Z,19.4004993,-155.2725067,0.87,2.36,ml,19,65,0.005216,0.12,hv,hv70247097,2018-06-08T06:48:27.680Z,"4km SW of Volcano, Hawaii",earthquake,0.22,0.3,0.32,13,automatic,hv,hv
2018-06-08T06:41:17.680Z,19.4069996,-155.2460022,0.86,1.97,ml,5,179,0.01404,0.12,hv,hv70247087,2018-06-08T06:46:59.370Z,"2km SSW of Volcano, Hawaii",earthquake,0.96,1.25,0.28,7,automatic,hv,hv
2018-06-08T06:41:02.256Z,63.1649,-150.461,112,1.4,ml,,,,0.43,ak,ak19729815,2018-06-08T06:48:33.601Z,"79km WSW of Cantwell, Alaska",earthquake,,1.4,,,automatic,ak,ak
